rainfall,temperature,humidity,river_level,elevation,soil_moisture,previous_flood,risk
134.05,34.95,67.4,4.32,302.35,36.09,0,44.81
29.76,20.11,96.21,6.3,329.26,65.17,0,50.9
195.66,37.03,61.73,1.28,331.9,71.84,1,60.32
235.54,34.43,44.69,3.94,212.39,17.7,0,49.32
70.46,19.55,86.76,7.33,256.43,49.7,1,63.59
14.05,32.81,68.69,5.31,378.64,76.52,0,43.99
27.42,38.42,41.69,6.4,194.78,17.61,1,46.05
207.31,18.68,44.85,2.15,453.12,80.12,0,55.3
44.58,32.9,92.59,6.46,443.01,42.84,0,45.98
143.22,20.71,35.32,4.97,331.55,93.33,0,50.82
187.94,33.97,48.34,7.29,513.85,22.54,0,51.1
210.34,22.28,46.43,6.5,514.31,84.92,1,75.34
27.55,32.78,50.79,1.98,356.75,93.74,0,29.02
167.31,20.2,74.03,7.25,204.32,49.66,0,66.65
46.57,30.47,85.89,7.69,117.81,37.56,0,55.77
163.8,24.09,57.65,5.6,212.31,52.24,1,65.36
83.31,30.14,46.07,5.05,508.24,85.57,0,49.7
57.14,34.14,74.48,5.96,537.42,84.76,0,51.46
148.94,34.92,48.4,0.77,171.16,88.67,1,57.21
45.67,26.63,91.16,4.92,517.16,21.78,0,34.85
130.52,32.58,88.42,6.55,376.14,24.59,0,52.47
52.99,38.87,76.54,7.76,446.83,52.55,0,44.28
192.75,23.1,51.65,2.26,407.78,55.57,0,45.03
230.3,37.39,37.51,5.36,79.87,95.22,0,74.03
73.2,29.98,45.95,5.4,231.87,67.49,0,47.05
100.32,37.96,67.53,3.15,523.28,52.84,1,53.02
11.58,37.4,62.71,2.22,318.43,34.71,0,21.92
96.93,33.78,42.45,2.23,490.48,73.38,1,47.85
124.97,31.0,75.78,3.58,161.33,21.25,0,40.4
133.03,37.6,44.25,1.75,555.02,55.46,1,45.93
145.27,18.41,80.33,5.46,184.4,17.55,1,63.82
123.14,28.6,48.82,3.58,102.77,61.27,0,49.8
132.59,21.69,78.19,7.42,365.99,16.06,1,62.35
36.06,22.45,89.15,4.28,263.48,23.16,0,33.33
226.39,31.2,90.3,4.49,456.38,18.2,0,60.16
139.43,18.03,94.08,5.59,270.27,47.02,0,59.29
112.95,38.65,65.37,6.27,223.3,80.81,0,57.58
71.08,34.85,92.34,1.13,367.01,57.85,0,31.4
180.2,35.37,71.41,1.38,24.17,67.6,0,51.72
35.58,27.37,71.88,2.46,330.94,59.69,0,39.64
105.39,22.48,69.78,4.68,123.66,59.2,1,58.67
83.6,25.58,79.45,6.02,515.9,68.02,0,48.67
177.83,21.56,48.51,3.5,216.29,58.45,0,47.78
241.5,18.12,40.74,1.59,557.0,48.31,0,42.03
99.0,31.4,80.64,7.48,252.37,67.74,0,62.64
153.39,38.81,86.67,5.3,274.6,27.75,0,50.07
198.15,29.23,79.0,5.11,410.93,41.66,0,62.76
30.84,24.07,60.16,5.52,255.16,27.63,0,40.67
26.47,19.98,52.92,6.72,550.71,40.63,0,33.96
241.13,28.0,60.45,0.53,121.52,54.55,0,52.13
91.59,20.57,67.34,2.43,331.98,79.82,0,44.71
241.85,30.39,83.51,6.18,577.52,50.38,1,79.11
216.89,28.6,51.24,3.37,477.42,29.39,0,51.03
108.98,25.77,68.75,5.76,172.74,35.28,1,62.94
207.06,19.67,93.68,4.07,225.05,88.7,0,62.91
189.08,38.47,46.98,6.03,156.22,31.3,0,54.23
58.66,23.49,73.97,1.67,81.88,90.98,1,54.31
193.42,29.91,37.66,4.12,379.99,53.33,0,50.6
246.25,38.15,52.66,2.17,354.47,14.77,1,56.71
139.78,29.05,59.8,5.65,121.38,95.93,1,70.64
12.02,32.83,58.9,1.26,229.73,85.84,0,31.97
66.91,28.37,73.62,3.24,309.29,28.53,0,33.97
106.14,27.92,71.0,7.84,417.89,81.65,0,63.85
143.28,36.84,47.35,6.5,448.35,51.62,0,48.43
129.9,39.9,88.51,4.38,437.92,79.11,0,50.43
216.04,19.05,41.24,1.73,144.97,32.38,0,46.37
90.32,25.94,70.3,7.49,169.47,11.75,0,49.1
173.1,31.32,71.34,5.37,332.29,96.18,0,61.89
171.57,28.72,81.4,7.17,241.02,35.21,0,67.08
163.74,38.43,61.57,5.09,254.77,89.82,0,56.81
64.77,24.97,53.36,2.51,393.89,33.87,1,43.38
235.3,34.45,67.82,3.88,117.04,85.17,0,70.17
168.89,38.69,79.14,1.1,116.81,19.06,0,48.01
123.56,19.18,83.57,4.43,597.69,19.15,0,35.63
233.58,26.58,49.45,6.03,277.03,21.12,0,53.84
169.25,36.93,55.49,4.07,585.49,57.57,0,47.8
42.43,38.87,68.98,4.93,284.8,75.9,1,55.36
163.49,24.81,56.87,4.55,486.73,48.88,0,47.51
47.37,18.23,67.97,6.19,99.05,35.24,0,48.68
128.06,34.62,53.88,6.24,482.82,62.54,0,52.23
55.26,37.41,62.54,2.37,434.66,66.85,1,40.54
29.01,31.76,67.55,6.5,375.67,71.07,0,43.48
188.3,35.79,61.01,6.9,125.8,35.48,1,74.62
75.31,31.7,46.83,0.65,48.79,57.08,0,39.49
77.71,20.75,62.62,0.56,72.31,11.3,0,26.56
84.78,35.59,97.87,3.98,479.03,39.06,0,36.22
196.16,19.57,64.62,1.94,508.09,81.92,0,45.07
194.35,23.48,83.59,3.82,447.82,12.95,1,61.05
32.55,32.65,48.13,3.42,577.5,92.39,0,35.89
20.12,38.62,67.82,2.4,390.34,27.49,0,29.87
62.27,20.48,74.87,2.93,117.07,34.3,0,37.07
68.34,39.31,71.61,5.68,419.28,23.64,0,37.54
129.98,33.09,56.32,7.77,460.54,15.28,0,51.96
178.32,35.41,42.93,2.25,589.37,79.39,0,47.89
115.29,22.25,78.42,3.19,98.14,89.08,1,66.49
144.17,29.94,65.88,4.75,335.3,38.48,1,56.38
209.52,38.12,69.93,1.02,109.91,36.02,0,49.11
118.98,35.07,66.88,6.0,532.1,64.54,0,54.23
67.31,33.86,76.47,4.54,244.74,56.12,1,58.44
46.99,24.23,60.82,2.92,75.83,67.98,0,44.63
41.15,37.22,47.73,4.14,77.28,60.25,1,52.92
136.2,33.43,51.12,3.25,371.45,16.24,0,39.65
232.82,36.31,64.49,5.29,229.34,75.43,1,81.71
200.62,19.28,73.87,4.47,445.89,83.43,0,65.71
240.54,20.14,80.69,4.49,129.89,56.3,0,67.77
237.4,30.29,70.16,6.1,464.44,60.74,1,77.86
112.5,20.29,84.93,4.62,312.72,67.86,1,67.41
226.6,30.1,97.8,6.84,259.16,65.73,0,75.32
145.15,22.71,83.24,7.45,167.37,94.63,1,86.44
10.05,18.76,52.92,0.62,98.35,88.35,0,28.64
63.25,36.83,36.37,6.66,420.04,34.28,0,35.55
120.49,21.43,51.69,7.17,164.92,32.55,0,49.35
105.95,38.19,81.26,5.93,479.88,25.22,0,47.07
82.09,34.08,71.31,1.09,52.44,77.84,0,46.51
114.23,38.47,42.59,6.28,453.65,84.75,0,54.28
161.73,19.19,68.04,2.89,347.65,38.76,0,41.18
171.67,39.94,96.18,6.15,353.65,17.93,1,64.25
104.64,20.91,40.2,4.79,48.6,45.13,0,46.24
114.28,33.35,83.01,4.11,134.9,44.79,0,50.8
249.3,29.53,50.27,2.5,269.44,70.26,0,53.15
109.26,26.04,47.0,3.08,400.14,77.73,0,48.36
157.89,39.78,62.86,1.59,46.03,82.0,0,53.96
47.44,34.03,40.41,6.05,160.97,64.65,0,50.5
206.83,18.3,78.71,1.33,281.04,12.0,0,46.78
60.85,30.02,82.27,4.62,381.36,97.32,0,47.87
227.45,29.59,51.09,0.95,136.4,71.29,0,47.63
167.14,18.18,59.48,2.53,514.21,68.09,0,39.65
218.18,32.29,49.56,3.36,586.43,18.77,0,43.73
153.31,19.94,47.53,7.75,345.2,72.7,0,59.22
137.06,25.34,59.78,1.68,221.13,40.97,0,37.06
244.78,29.03,86.15,5.19,529.63,88.36,0,73.74
237.79,22.96,56.53,3.45,99.61,74.23,0,62.67
147.5,27.38,54.68,5.04,280.52,21.6,0,48.37
174.17,22.45,43.7,5.66,541.21,90.04,1,72.89
244.19,21.19,93.78,7.38,204.15,59.05,0,73.32
211.49,21.2,36.86,2.89,584.28,94.59,0,50.91
234.1,37.67,93.79,2.55,471.88,19.4,0,44.81
246.63,31.57,73.15,5.09,365.89,30.32,0,59.08
175.15,28.49,66.65,5.04,432.97,42.91,1,62.47
43.0,22.25,37.03,6.23,28.71,33.75,1,50.0
171.12,22.46,47.89,1.83,573.73,48.66,1,50.62
218.03,37.53,61.94,6.32,372.6,82.54,0,66.51
235.39,30.58,68.78,5.31,428.39,13.39,0,55.5
208.48,18.93,97.74,4.39,249.45,74.69,1,76.04
161.36,19.08,53.34,3.49,196.64,82.83,1,60.51
80.66,38.22,78.47,7.28,288.88,66.86,0,59.08
37.16,35.13,94.08,5.72,98.48,46.39,1,52.95
118.88,37.73,91.44,7.12,72.3,38.52,0,63.73
39.65,20.51,63.31,3.22,323.81,43.8,0,31.82
101.35,34.9,92.47,4.74,402.53,23.21,0,40.18
180.89,27.23,54.5,6.26,278.83,65.13,0,66.28
240.5,18.08,83.22,0.59,308.62,53.88,0,53.01
128.43,22.77,76.55,3.9,276.29,62.91,0,47.53
141.36,31.63,70.13,6.69,48.37,23.05,0,52.24
214.92,32.67,87.79,2.74,553.82,14.31,1,62.01
48.72,24.26,76.64,5.75,351.92,59.47,1,58.67
96.45,18.79,83.42,2.92,540.57,82.18,1,57.38
25.58,28.36,42.69,6.95,210.94,46.41,0,45.49
156.89,20.4,80.97,5.22,592.57,52.56,0,50.73
213.47,23.71,71.23,5.17,557.72,64.06,1,69.18
161.65,28.84,46.33,5.07,430.98,96.17,0,52.17
121.57,35.53,81.46,2.05,376.88,46.49,0,38.51
144.5,32.03,35.71,2.01,183.34,79.54,0,43.23
142.0,34.87,42.17,3.0,249.71,60.07,0,49.17
56.56,36.34,93.1,4.09,295.21,13.13,0,37.13
160.53,37.63,68.83,3.01,474.71,46.43,0,48.73
81.84,33.95,54.88,4.52,140.79,70.32,0,42.87
45.83,36.5,56.37,3.31,329.88,24.61,1,36.7
38.04,35.21,54.42,6.93,431.71,33.89,0,40.31
67.03,27.94,94.9,2.12,195.34,19.88,0,38.58
229.2,27.76,36.57,4.12,310.03,26.74,1,64.57
135.67,35.06,44.03,7.04,496.84,92.55,0,54.54
18.77,26.53,89.48,1.37,200.37,13.87,0,23.86
223.4,20.27,83.27,6.09,33.04,76.75,0,72.86
56.21,24.09,55.11,3.81,88.24,23.14,0,32.18
239.99,30.31,41.45,4.57,338.63,33.85,0,56.45
51.11,24.85,91.21,4.55,49.42,12.55,0,37.23
22.91,27.38,46.28,4.97,363.8,83.58,1,51.52
84.99,35.98,79.91,5.53,329.42,95.68,1,66.07
32.3,35.65,79.01,1.23,200.03,66.71,1,43.26
237.39,21.16,91.43,2.44,230.8,26.14,0,58.71
221.78,27.97,36.91,4.07,223.84,50.59,0,53.22
93.67,30.64,67.0,3.54,434.28,19.41,0,38.78
137.86,26.82,61.05,5.16,337.81,95.7,1,62.4
59.98,33.27,62.16,7.85,348.98,40.11,0,44.99
170.71,34.27,79.85,6.78,86.31,62.45,0,68.47
207.29,21.88,95.22,1.02,83.07,81.64,1,66.63
164.8,19.35,48.71,1.54,356.85,76.44,0,47.72
168.61,27.97,53.36,5.12,279.35,28.1,0,48.43
200.64,32.95,92.87,7.53,436.32,90.53,0,74.43
156.76,29.23,88.4,6.89,56.2,89.29,0,66.18
144.41,39.53,41.91,2.62,38.09,47.99,1,57.45
180.83,26.93,62.42,2.08,120.58,22.24,1,59.7
96.47,27.18,53.17,7.05,92.82,11.02,0,45.04
222.37,32.47,96.42,1.52,99.59,80.92,1,76.42
176.89,38.47,74.26,3.91,265.99,82.17,1,67.09
54.59,31.3,71.41,6.85,157.31,54.15,1,66.71
148.32,18.74,37.39,4.12,233.78,61.06,0,44.96
185.51,39.64,96.97,6.34,289.66,16.88,0,56.88
161.36,32.6,77.13,5.63,332.73,61.01,0,63.37
138.41,18.24,63.6,7.3,352.9,39.17,0,61.45
201.57,24.36,37.23,7.42,454.67,73.97,0,58.49
123.56,21.72,38.25,7.93,489.16,64.94,0,54.61
40.44,19.69,84.38,2.39,377.16,34.22,0,25.14
36.77,21.84,72.28,1.63,279.06,81.09,0,38.8
66.69,21.98,68.23,0.75,590.76,95.13,0,36.47
190.66,27.08,59.14,5.46,441.08,24.72,0,46.51
73.45,36.03,38.31,3.98,296.21,51.91,0,36.67
179.35,28.44,44.14,7.03,26.88,91.6,1,79.22
85.77,29.67,95.22,1.23,328.15,41.14,1,46.9
166.5,24.0,52.03,6.52,168.1,61.41,1,74.95
189.78,34.15,72.09,1.96,215.7,70.74,0,50.81
12.54,18.19,39.28,3.58,324.65,70.32,0,29.09
77.99,22.25,36.49,1.19,564.33,67.78,0,33.0
163.14,33.58,42.56,6.92,95.35,67.76,0,68.34
176.96,23.57,64.42,7.52,390.49,91.2,0,71.46
176.13,32.69,83.52,2.43,472.82,34.4,0,43.22
89.84,19.32,95.2,2.48,275.53,53.27,0,43.97
52.83,28.83,44.06,6.27,146.66,66.61,1,60.92
34.79,19.6,70.99,2.38,278.61,88.89,0,40.38
10.21,18.83,59.6,1.64,211.3,44.44,0,26.74
235.58,28.79,62.47,6.83,472.94,79.11,0,63.25
239.0,36.0,65.37,4.75,562.32,41.58,0,55.14
161.75,39.09,40.71,4.51,577.34,17.08,1,53.16
79.59,22.47,69.93,7.76,403.23,36.3,1,65.03
161.35,25.9,40.35,5.25,446.49,22.31,0,39.52
249.13,23.25,59.49,6.45,393.18,53.97,1,82.33
13.94,25.46,56.28,5.91,255.19,28.63,1,52.1
218.85,29.8,81.69,2.25,61.78,74.72,1,73.36
123.09,38.2,37.89,5.76,95.71,25.16,0,53.37
206.98,20.14,73.51,6.77,57.1,81.94,0,74.45
201.8,22.85,85.68,3.7,490.68,96.43,1,68.61
244.2,30.67,43.65,6.77,480.0,77.25,0,65.37
38.98,21.11,61.15,5.72,340.98,48.6,0,36.79
199.85,31.91,58.7,1.68,530.18,17.1,0,34.57
31.39,32.34,90.88,3.62,488.3,77.99,0,35.77
163.56,29.51,60.96,7.54,374.11,13.31,0,57.55
156.89,19.94,87.07,2.76,262.9,59.08,0,46.53
137.25,20.11,57.8,6.21,333.04,29.3,0,47.87
56.49,35.53,78.17,7.76,295.16,25.52,0,43.53
97.41,22.61,50.84,5.13,536.25,49.88,0,44.46
231.97,21.87,84.49,4.14,87.32,88.77,1,82.02
88.23,22.37,77.64,2.94,471.81,38.7,0,33.18
109.02,22.4,91.16,1.05,359.35,14.78,1,38.4
232.69,28.01,59.4,1.52,437.5,65.62,0,46.93
40.53,33.23,38.76,1.52,513.96,50.35,0,26.06
62.76,24.49,44.88,6.46,572.6,89.69,0,41.55
215.67,28.76,97.73,4.94,505.45,34.57,1,70.91
69.2,25.2,71.51,7.19,363.23,23.11,0,45.22
20.61,39.81,81.21,4.28,266.9,44.7,0,37.12
67.72,30.29,35.78,5.99,570.96,21.68,0,31.2
249.75,18.35,77.15,1.71,286.38,60.19,0,62.56
121.3,21.05,79.3,1.89,525.5,65.16,0,44.34
26.97,37.66,55.97,0.75,267.02,33.74,0,26.13
29.43,37.38,81.35,0.91,568.29,69.37,0,22.17
97.74,31.62,58.03,1.81,344.1,15.9,0,25.89
90.38,29.87,75.89,6.03,456.32,86.66,0,56.51
192.61,25.05,91.57,4.28,265.3,14.79,0,51.87
126.69,29.59,42.73,5.82,413.42,56.89,0,48.58
98.36,32.81,78.67,7.84,532.22,26.58,1,55.11
103.76,21.93,95.37,1.08,115.56,19.86,0,37.44
220.0,29.46,74.52,2.7,582.35,57.65,0,50.64
110.83,34.23,36.35,1.92,32.78,80.58,0,43.25
92.27,32.21,55.56,4.95,424.18,84.09,1,57.51
146.14,37.76,54.31,6.42,151.53,42.73,0,60.07
21.36,25.77,63.72,1.75,556.0,72.64,0,23.32
52.09,33.58,92.0,6.46,113.53,20.29,0,49.1
115.81,26.13,47.92,5.8,406.02,96.07,0,52.98
139.57,21.58,54.0,7.4,254.65,53.95,0,64.47
232.67,21.43,96.12,4.6,314.3,66.96,0,66.45
79.56,38.77,96.78,4.8,105.31,59.74,1,60.8
36.96,28.54,37.53,5.59,87.79,12.18,0,35.81
32.2,19.21,75.4,4.88,148.84,92.34,0,45.61
30.06,36.69,77.65,7.68,585.99,44.71,1,51.45
155.22,38.75,92.23,3.21,105.81,85.13,0,58.12
12.93,25.59,54.41,3.84,345.4,28.98,1,41.47
109.75,27.74,45.32,5.96,540.68,74.12,1,54.14
150.92,19.89,48.09,4.06,523.16,96.82,0,56.36
151.76,26.27,35.42,5.29,178.53,25.39,1,61.14
191.26,21.01,46.72,3.36,341.24,13.72,0,47.92
82.94,30.3,64.2,0.7,21.42,33.12,1,39.28
169.82,24.33,46.3,7.3,393.98,12.5,0,52.62
242.95,31.18,57.79,4.1,272.92,32.7,1,73.02
206.39,26.21,81.18,0.63,170.53,61.19,0,49.0
220.8,20.98,45.29,2.55,263.32,90.27,0,51.85
80.0,32.06,39.84,1.95,384.26,77.29,0,35.56
219.39,36.19,78.15,2.76,417.56,70.57,0,56.61
94.39,21.16,43.63,2.61,471.71,46.26,0,28.27
47.09,22.86,46.87,7.23,375.79,83.16,0,48.71
229.85,20.56,43.27,0.63,221.96,70.81,0,53.63
223.53,31.15,83.11,3.07,431.74,12.53,0,45.94
215.64,21.13,49.27,1.44,95.53,16.92,0,40.44
195.93,34.66,37.68,1.31,479.97,55.19,0,40.46
228.05,18.95,54.0,0.58,75.97,20.89,0,46.74
58.01,32.75,36.84,1.59,452.79,34.41,0,21.73
215.23,35.18,73.62,4.29,59.64,82.12,0,68.01
181.79,39.21,45.82,6.16,22.51,73.83,0,70.84
214.31,28.44,78.98,1.89,410.64,19.44,0,51.23
111.78,29.31,60.68,6.21,202.28,51.0,0,53.44
96.7,24.34,80.49,1.12,306.35,43.86,1,46.66
84.88,39.48,62.97,4.65,188.54,85.27,0,55.54
224.74,35.65,94.16,3.26,27.42,69.33,0,65.34
135.44,32.88,42.51,3.46,423.12,96.03,0,43.21
244.05,25.45,72.48,7.93,91.2,83.75,1,89.2
181.24,30.8,52.2,6.42,393.42,45.22,1,68.85
238.03,39.73,67.22,1.61,283.69,20.75,1,58.09
160.81,20.96,41.28,0.9,59.57,69.67,0,43.81
173.01,21.36,74.18,1.22,64.38,76.14,1,65.96
58.46,32.57,65.89,2.46,219.3,85.65,0,46.77
17.58,27.47,92.64,3.38,202.44,43.12,1,41.17
52.45,32.51,84.1,7.14,115.2,47.9,0,56.12
126.99,20.41,77.53,5.45,417.52,60.35,1,63.4
47.51,19.23,51.59,4.93,239.12,69.53,0,41.22
16.76,18.99,87.73,3.12,450.39,12.37,0,25.06
112.76,39.82,60.95,0.92,161.65,30.65,0,35.84
228.49,19.44,54.21,3.03,31.43,38.7,1,68.75
111.39,29.32,61.53,0.65,292.43,11.96,0,27.35
103.67,30.6,85.92,1.25,411.56,39.57,0,30.9
81.89,39.33,47.71,5.27,584.98,16.63,0,31.54
21.41,39.92,60.33,2.19,450.88,18.09,0,22.8
75.61,30.46,68.46,3.7,221.44,16.75,0,37.13
81.98,32.6,54.74,3.61,165.73,55.35,0,47.13
160.68,29.36,46.75,4.24,403.27,82.5,1,59.74
163.1,35.8,88.72,7.3,562.09,73.94,0,63.72
97.43,21.25,44.48,5.64,194.16,48.31,0,52.21
228.67,31.95,88.3,2.5,186.49,24.13,0,53.41
37.25,22.22,50.47,6.7,289.21,59.26,1,54.31
227.36,22.44,52.18,0.72,478.01,34.44,0,42.9
20.14,33.89,84.28,0.91,539.97,37.62,0,26.28
226.14,26.95,57.9,5.43,72.38,93.0,0,68.82
147.03,29.01,42.6,5.48,356.64,78.21,0,54.45
31.66,31.2,83.71,2.85,502.75,74.88,0,40.58
62.32,20.35,48.49,2.56,256.86,85.94,0,39.29
99.93,38.87,54.94,3.68,415.99,94.77,0,44.92
181.76,36.07,36.33,7.75,371.37,84.05,0,67.64
199.31,23.27,69.82,2.82,575.92,41.93,0,46.62
66.73,27.73,35.5,7.71,557.95,90.78,0,45.21
207.45,23.18,48.25,7.18,551.22,65.56,1,75.57
75.77,19.76,84.11,4.19,447.43,91.53,0,50.55
220.42,36.05,86.94,5.74,313.67,40.96,0,63.41
16.56,19.15,75.42,5.23,478.79,21.98,1,38.95
83.33,30.67,41.98,2.37,433.87,77.55,0,40.35
174.58,35.44,55.12,4.09,446.4,32.94,0,50.04
57.68,27.12,46.46,7.07,567.96,87.82,0,42.09
15.51,30.29,73.56,2.22,71.61,50.69,0,36.31
50.5,26.82,62.02,2.45,71.66,42.38,0,30.09
136.2,35.01,93.48,6.7,306.61,29.75,0,53.06
216.86,35.21,53.14,4.21,95.52,85.36,0,70.96
77.91,32.9,61.35,3.56,104.65,35.54,0,37.64
118.23,23.46,71.72,5.35,69.73,51.26,0,60.8
105.41,22.67,59.16,3.67,366.37,16.43,0,31.37
233.46,28.36,57.32,5.05,409.06,80.6,0,58.14
131.09,26.38,96.58,5.53,96.7,88.52,0,66.2
72.47,29.08,93.61,7.08,96.51,37.92,1,61.27
38.04,18.97,43.06,7.04,504.19,75.81,1,51.78
220.46,31.48,82.98,2.48,201.55,88.56,0,65.16
127.91,38.9,70.01,7.42,389.26,48.72,0,52.52
65.17,18.79,51.39,5.79,273.13,97.58,1,56.15
95.56,33.6,65.57,4.2,510.59,86.29,0,44.32
58.9,24.25,87.6,6.12,497.09,59.57,0,47.9
243.19,29.57,70.96,3.62,64.56,77.61,0,72.29
16.23,32.99,77.88,3.46,362.4,93.71,0,35.83
29.46,36.28,76.55,3.91,574.02,62.29,0,32.42
20.52,31.69,63.55,7.61,599.9,89.81,0,43.7
21.68,32.16,55.36,0.92,61.02,93.77,1,40.09
71.24,23.28,83.57,3.49,31.9,28.32,1,55.99
78.38,34.56,76.21,1.4,304.69,48.05,0,39.29
154.84,25.9,41.06,3.26,135.93,49.2,1,57.28
145.13,27.31,82.66,6.58,376.04,48.2,1,62.82
133.2,39.41,77.62,5.36,433.91,91.9,0,55.01
114.97,37.96,65.09,1.61,94.12,89.46,0,47.86
80.92,19.05,39.82,0.84,82.43,47.39,0,31.77
182.87,35.88,57.39,4.89,465.82,11.43,1,52.76
53.73,26.65,40.25,7.08,192.64,61.67,1,62.09
117.99,35.77,56.5,7.39,489.8,28.57,0,52.16
154.97,37.18,41.7,4.51,23.39,20.27,0,50.97
120.44,26.91,76.44,6.08,441.03,36.65,0,52.1
241.15,32.85,85.69,1.16,98.37,26.79,0,55.64
55.17,18.59,65.31,1.59,160.23,84.1,0,33.96
194.73,21.26,61.58,1.37,543.4,75.01,1,61.25
123.16,36.92,71.87,2.01,350.27,83.38,0,43.37
34.64,36.65,62.2,3.62,307.51,60.92,0,31.11
105.92,29.29,80.65,7.51,544.94,86.35,0,61.47
136.79,27.28,54.9,0.98,537.87,46.71,1,38.4
159.45,32.22,63.24,3.77,113.57,73.91,1,64.55
65.7,22.83,92.27,3.04,369.22,84.14,1,49.98
80.41,33.65,95.47,6.75,410.4,74.64,1,69.5
212.69,31.68,52.79,6.12,406.89,21.36,0,51.58
128.12,35.46,94.41,4.2,156.14,59.0,0,53.37
72.59,32.89,46.01,6.95,312.02,81.0,0,51.47
158.22,20.66,49.12,2.43,217.39,41.26,0,47.03
143.69,37.72,88.76,7.05,370.49,19.16,0,60.6
115.08,28.06,88.02,1.33,81.42,63.73,0,49.7
20.07,20.32,74.69,7.03,548.37,23.82,0,40.12
192.87,28.96,89.84,1.66,230.97,82.09,0,60.21
115.39,27.15,83.45,2.34,489.3,40.04,0,33.12
99.38,34.61,57.72,5.49,107.93,76.31,1,68.3
43.12,27.43,92.84,7.24,572.07,55.42,0,52.68
116.22,34.94,80.21,4.38,60.36,39.77,1,67.07
49.44,19.35,82.83,5.45,392.05,89.42,0,55.12
245.21,35.58,90.18,7.79,263.2,87.95,0,84.11
85.29,25.57,87.1,7.25,374.03,22.92,1,59.22
59.23,29.98,84.67,5.39,424.53,88.12,1,63.09
221.43,19.85,68.86,3.42,436.95,87.43,0,56.16
132.8,24.87,56.46,5.27,33.58,88.35,0,57.7
195.8,33.98,97.18,1.33,54.77,42.82,0,48.74
191.57,38.71,63.27,4.79,23.02,39.83,0,63.28
247.36,30.44,91.34,5.21,329.31,62.41,0,66.4
170.06,35.93,71.08,1.55,239.05,74.9,0,47.61
149.77,36.1,57.76,1.23,432.75,82.9,0,37.89
111.97,20.86,48.53,1.09,412.56,45.44,1,46.16
150.23,32.0,97.78,5.67,569.74,74.39,1,71.82
44.64,20.8,79.8,1.47,428.62,85.97,0,37.26
119.3,18.72,44.88,4.69,554.58,20.45,1,42.56
98.7,24.37,67.93,1.38,196.86,42.95,0,36.52
199.89,21.13,72.15,0.86,538.67,88.24,0,44.2
187.52,18.05,69.49,1.01,45.92,52.34,0,50.36
226.07,35.19,64.94,5.9,371.31,77.05,1,80.06
170.13,21.28,80.86,1.17,382.37,64.88,1,52.57
104.9,29.9,95.36,7.18,446.83,66.84,0,60.68
147.28,35.52,79.57,4.71,91.79,59.22,0,63.57
140.04,34.67,95.31,4.41,455.32,54.23,0,46.9
234.68,21.95,36.2,6.4,162.27,72.09,1,73.76
138.05,25.05,72.1,4.19,561.63,39.92,0,42.8
216.32,24.98,51.2,1.36,77.61,24.8,0,43.24
194.39,21.39,94.99,5.59,54.17,94.58,0,68.25
24.04,26.58,55.16,3.6,208.05,43.05,0,28.16
67.51,31.13,49.9,4.31,312.56,93.54,0,40.58
121.56,26.96,65.5,3.56,155.57,87.98,0,53.84
150.68,20.23,83.07,5.39,92.83,60.01,1,66.14
162.59,22.48,95.98,3.3,591.48,78.82,1,67.54
143.24,18.92,86.2,7.71,380.02,67.47,0,58.27
234.04,28.61,72.67,6.8,240.49,40.92,0,69.32
132.48,19.0,81.57,4.72,194.37,44.79,0,56.83
184.02,39.97,90.33,2.08,312.8,80.58,0,56.45
245.11,33.57,52.2,5.47,206.55,28.53,0,55.83
176.04,32.22,35.13,4.07,542.84,69.2,1,58.67
177.16,28.76,59.75,1.11,528.5,67.31,0,46.47
205.85,27.79,42.78,7.79,238.3,62.92,1,74.13
194.31,33.33,35.53,3.97,563.02,49.12,0,49.34
192.02,32.97,79.68,1.94,493.44,65.02,0,45.46
128.51,25.99,52.69,7.28,430.04,28.4,0,56.38
163.22,20.44,52.47,4.25,118.88,27.05,0,44.73
40.78,19.43,51.36,4.77,152.22,56.03,0,37.82
172.71,39.82,78.66,4.5,166.69,59.29,1,62.98
112.51,32.81,75.95,6.9,207.34,84.3,1,69.77
173.24,28.26,57.77,6.19,532.61,29.76,0,56.3
137.78,24.96,59.69,3.01,530.46,81.08,0,51.06
111.72,19.64,50.75,1.73,200.27,65.09,0,34.78
113.67,18.53,85.22,7.51,507.49,31.75,1,59.6
91.79,19.2,56.02,6.46,567.26,78.27,1,62.63
160.08,30.74,40.39,0.96,39.34,37.57,0,44.13
24.88,35.65,38.45,5.08,270.47,18.96,0,32.32
80.78,26.39,41.04,6.14,155.2,62.76,0,49.43
121.41,27.42,74.07,1.26,397.53,69.47,0,39.67
88.77,22.23,41.47,4.96,59.18,79.47,0,56.22
40.24,29.2,57.39,4.11,380.09,26.36,0,35.42
24.52,24.86,62.46,7.7,457.54,37.38,0,38.05
84.08,25.54,58.24,0.56,360.14,69.69,0,29.46
206.6,30.31,38.44,3.08,586.38,66.37,0,50.98
91.97,32.69,78.77,7.86,367.86,39.14,0,55.46
110.49,21.57,63.62,6.42,44.47,29.31,0,55.39
176.37,28.26,48.43,4.11,465.64,81.69,1,59.35
54.22,39.78,57.86,1.05,37.41,20.14,0,27.99
161.52,38.08,57.67,7.81,135.49,35.0,0,67.05
